#NGB ID	Accession ID	CNSA ID	Homogeneity	Seed color	Seedling size	Seedling cotyledon shape	Seedling cotyledon color	Seedling anthocyanin presence	Leaf shape cultivated material	Leaf shape wild material	Leaf thickness	Leaf blistering	Leaf margin undulation	Leaf venation	Leaf division	Leaf tip shape	Leaf color	Leaf color intensity	Leaf anthocyanin content	Leaf anthocyanin distribution	Leaf anthocyanin pattern	Leaf vein prickles presence	Leaf vein prickles extent	Incision of rosette leaves	Incision of cauline leaves	Side shoot formation tendency	Tipburn sensitivity	Plant diameter	Head shape	Head leafs overlap	Head height	Heart formation	Stem anthocyanin presence	Stem anthocyanin content	Stem prickles presence	Stem prickles extent	Flower color	Flower anthocyanin presence	Flowering time (day)	Sclerotinia sclerotiorum	Macros. euphorbiae field resistance	Macros. euphorbiae greenhouse test	Uroleucon sonchi	Pemphigus bursarius	Nasonovia ribisnigri nr:0 labtest	Tomato spotted wilt virus	Erysiphe cichoracearum	Bremia lactucae race 1	Bremia lactucae race 2	Bremia lactucae race 3	Bremia lactucae race 4	Bremia lactucae race 5	Bremia lactucae race 6	Bremia lactucae race 7	Bremia lactucae race 10	Bremia lactucae race 11	Bremia lactucae race 12	Bremia lactucae race 13	Bremia lactucae race 14	Bremia lactucae race 15	Bremia lactucae race 16	Bremia lactucae race 17	Bremia lactucae race 18	Bremia lactucae race 19	Bremia lactucae race 20	Bremia lactucae race 21	Bremia lactucae race 22	Bremia lactucae race 23	Bremia lactucae race 24	Bremia lactucae race 25	Bremia lactucae race 26	Bremia lactucae race 27	Bremia lactucae race 28	Bremia lactucae race 29	Bremia lactucae race 30	Bremia lactucae race 31	Bremia lactucae race s1	Bremia lactucae race sf1	Bremia lactucae race Cs9	Bremia lactucae race IL4	Bremia lactucae race tV	Bremia lactucae race CsK 12/81	Bremia lactucae race CsK 26/81	Bremia lactucae race CsK 27/81	Bremia lactucae race CsK 1/82	Bremia lactucae race CsK 2/82	Bremia lactucae race CsK 3/82	Bremia lactucae race CsK 4/82	Bremia lactucae race usA 92O47 	Bremia lactucae race usA 92D53-10	Bremia lactucae race usA 93D11	Bremia lactucae race usA 93D12	Bremia lactucae race usA 93D13	Bremia lactucae race usA 93D14	Bremia lactucae race Deu fs1	Bremia lactucae race Deu sR2	Bremia lactucae race Deu sAW1	Bremia lactucae race Deu DeG2	Bremia lactucae race field resistance	Bremia lactucae race 29/31/As-11	Bremia lactucae race 27/29/31
NGBLS00048	TKI-054	CNS0047575	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	low	high	circular	half overlap (leafs touching on top)	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	--	1	1	1	1	1	9	9	--	9	1	9	1	9	--	--	--	--	--	--	--	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00049	TKI-055	CNS0047508	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	very low	intermediate	circular	complete overlap	low	intermediate	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	--	1	1	1	1	7	3	1	9	1	9	9	1	1	1	9	9	2	7	1	--	--	--	--	--	--	--	9	9	9	1	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00050	TKI-056	CNS0047884	homogeneous	white	--	broad elliptic to circular	--	absent	transverse elliptic	--	--	low	low	not flabellate	--	--	green	light	very low	--	--	--	--	--	--	low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	4	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00051	TKI-057	CNS0047764	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	1	1	1	1	1	1	1	1	--	1	9	9	9	9	1	1	--	9	9	1	9	1	--	--	--	--	--	--	--	1	1	9	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00052	TKI-058	CNS0047761	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	low	intermediate	intermediate	elliptic	complete overlap	low	high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	9	9	9	8	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00053	TKI-059	CNS0047591	homogeneous	white	--	broad elliptic to circular	--	absent	broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	high	--	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	1	9	1	8	9	9	--	1	1	9	9	9	7	9	--	9	9	9	9	9	--	--	--	--	--	--	--	1	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00054	TKI-062	CNS0047926	homogeneous	white	--	--	--	absent	circular	--	--	low	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	high	--	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	yellow	absent	--	--	--	--	--	--	--	--	--	1	1	--	1	1	1	1	1	1	1	9	1	9	7	1	1	1	9	9	1	9	1	--	--	--	--	--	--	--	9	9	9	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00055	TKI-063	CNS0047900	homogeneous	--	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	light	very low	--	--	--	--	--	--	very low	very low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00056	TKI-064	CNS0047715	homogeneous	--	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	high	low	intermediate	circular	complete overlap	low	very high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00057	TKI-065	CNS0047504	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	circular	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00058	TKI-066	CNS0047610	homogeneous	white	--	broad elliptic to circular	--	absent	circular	--	--	low	low	not flabellate	0	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	intermediate	intermediate	circular	complete overlap	low	intermediate	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00059	TKI-067	CNS0047865	homogeneous	white	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	low	low	not flabellate	0	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	circular	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00060	TKI-068	CNS0047534	homogeneous	black	intermediate	--	grey green	absent	transverse broad elliptic	--	--	intermediate	low	flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	low	--	intermediate	circular	complete overlap	low	very high	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	9	9	9	9	9	9	--	8	9	9	9	9	9	9	--	9	9	8	9	7	9	--	--	--	--	--	--	9	8	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00061	TKI-069	CNS0047570	homogeneous	white	--	narrow elliptic	--	absent	transverse elliptic	--	--	high	intermediate	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	--	complete overlap	low	very high	--	--	--	--	yellow	absent	--	9	9	1567	1856	--	--	4	--	1	1	9	2	1	1	1	9	9	9	--	1	3	8	4	9	1	9	9	9	7	9	--	--	--	--	--	--	--	9	3	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00062	TKI-070	CNS0047699	homogeneous	white	intermediate	narrow elliptic	medium green	absent	--	--	--	intermediate	low	flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	very low	--	high	circular	complete overlap	low	very high	--	--	--	--	--	absent	--	--	--	--	--	1	--	--	--	1	--	9	9	1	1	1	9	--	9	--	1	9	9	9	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	6	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00063	TKI-071	CNS0047572	homogeneous	black	--	narrow elliptic	--	absent	transverse broad elliptic	--	--	intermediate	intermediate	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	very low	high	--	complete overlap	low	low	--	--	--	--	yellow	--	--	9	--	--	--	4	--	4	--	9	9	9	7	1	9	9	5	7	9	8	9	1	1	9	1	9	1	1	9	2	2	--	--	--	--	--	--	--	9	9	9	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00064	TKI-072	CNS0047920	homogeneous	white	--	narrow elliptic	--	present	circular	--	--	high	intermediate	flabellate	1/3	--	yellow	intermediate	low	localised	diffused	--	--	--	--	low	--	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	5	--	1	--	9	--	9	9	7	9	9	9	--	9	7	9	9	9	9	9	--	9	9	8	9	9	9	--	--	--	--	--	--	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00065	TKI-073	CNS0047586	homogeneous	white	intermediate	narrow elliptic	grey green	absent	transverse broad elliptic	--	--	intermediate	intermediate	flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	very low	--	high	circular	complete overlap	low	very high	--	--	--	--	--	absent	--	--	5	--	--	--	--	--	--	1	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00066	TKI-074	CNS0047559	homogeneous	white	--	narrow elliptic	--	absent	transverse broad elliptic	--	--	low	low	flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	very low	--	high	circular	complete overlap	intermediate	very high	--	--	--	--	--	absent	--	--	--	--	--	5	--	--	--	1	--	9	9	1	1	1	9	--	9	9	1	9	9	9	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00067	TKI-075	CNS0047852	homogeneous	white	large	narrow elliptic	grey green	absent	transverse broad elliptic	--	--	low	--	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	high	transverse broad elliptic	complete overlap	intermediate	very high	--	--	--	--	--	absent	--	--	--	--	--	--	--	4	--	1	1	9	8	7	--	9	7	9	9	9	1	9	9	9	9	--	9	9	9	9	9	--	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00068	TKI-076	CNS0047875	homogeneous	white	--	narrow elliptic	medium green	absent	transverse broad elliptic	--	--	high	intermediate	flabellate	1/3	--	yellow	intermediate	very low	--	--	--	--	--	--	very low	--	intermediate	circular	complete overlap	low	intermediate	--	--	--	--	--	absent	--	--	--	--	--	5	--	--	--	--	7	9	9	5	7	9	9	--	6	9	9	8	9	7	9	--	9	9	9	9	9	--	--	--	--	--	--	--	8	7	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00069	TKI-077	CNS0047528	homogeneous	white	intermediate	--	light green	absent	circular	--	--	intermediate	low	flabellate	1/3	--	yellow	intermediate	very low	--	--	--	--	--	--	low	--	high	broad elliptic	--	intermediate	--	--	--	--	--	--	absent	--	--	--	1209	1263	--	--	--	--	1	9	1	1	9	9	9	9	1	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	1	9	1	1	9	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00070	TKI-078	CNS0047929	homogeneous	white	intermediate	narrow elliptic	--	absent	circular	--	--	intermediate	intermediate	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	circular	complete overlap	intermediate	very high	--	--	--	--	--	absent	--	9	--	--	--	--	--	--	--	2	4	9	8	9	3	9	9	9	9	9	1	9	9	9	9	2	9	9	9	7	9	--	--	--	--	--	--	--	9	9	9	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00071	TKI-079	CNS0047698	homogeneous	black	intermediate	narrow elliptic	--	absent	circular	--	high	intermediate	intermediate	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	very high	--	complete overlap	intermediate	high	--	--	--	--	--	absent	--	9	5	--	--	--	--	--	--	1	1	9	9	6	1	9	9	9	9	8	1	9	9	9	9	1	9	9	9	9	9	--	--	--	--	--	--	--	8	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00072	TKI-080	CNS0047889	homogeneous	black	--	broad elliptic to circular	--	present	transverse elliptic	--	--	high	low	flabellate	0	--	red	intermediate	intermediate	uniform	diffused	--	--	--	--	low	--	intermediate	circular	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	present	--	--	--	--	--	5	--	--	--	9	9	9	9	7	9	9	5	9	9	9	9	9	9	9	9	9	9	9	9	7	9	9	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00073	TKI-081	CNS0047835	homogeneous	black	--	narrow elliptic	--	--	transverse broad elliptic	--	--	high	high	flabellate	1/3	--	red	intermediate	high	uniform	diffused	--	--	--	--	low	very low	intermediate	--	--	intermediate	low	--	--	--	--	yellow	present	--	--	--	--	--	--	--	--	--	9	9	9	5	1	9	9	5	9	9	9	9	1	1	9	1	9	3	1	9	2	1	--	--	--	--	--	--	--	9	9	9	9	5	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00074	TKI-082	CNS0047777	homogeneous	white	--	--	light green	absent	transverse broad elliptic	--	--	high	high	flabellate	1/3	--	yellow	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	high	--	complete overlap	intermediate	intermediate	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	9	8	7	9	9	7	9	9	9	9	7	8	9	9	9	7	9	9	9	9	9	--	--	--	--	--	--	8	9	8	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00075	TKI-083	CNS0047562	homogeneous	white	--	narrow elliptic	--	absent	transverse elliptic	--	--	intermediate	intermediate	flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	very low	--	high	circular	complete overlap	low	very high	--	--	--	--	yellow	absent	--	9	5	--	--	--	--	--	--	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	--	--	--	--	--	--	--	8	9	8	9	9	--	1	1	1	1	1	1	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00076	TKI-084	CNS0047808	homogeneous	white	--	narrow elliptic	--	absent	circular	--	--	high	intermediate	not flabellate	1/3	--	green	intermediate	very low	--	--	--	--	--	--	very low	low	high	circular	complete overlap	low	high	--	--	--	--	--	--	--	9	--	--	--	5	--	--	--	9	8	1	8	8	9	9	9	7	9	7	9	9	9	1	7	1	8	9	9	9	9	--	--	--	--	--	--	--	9	9	7	8	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	--
NGBLS00077	TKI-085	CNS0047819	homogeneous	black	--	narrow elliptic	--	absent	transverse broad elliptic	--	--	intermediate	intermediate	flabellate	1/3	--	--	intermediate	very low	--	--	--	--	--	--	very low	low	intermediate	--	complete overlap	low	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	1	4	1	--	1	9	2	1	4	1	1	9	8	9	1	9	1	9	9	9	9	9	--	--	--	--	--	--	--	1	3	8	9	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00078	TKI-086	CNS0047577	homogeneous	white	--	narrow elliptic	--	present	transverse broad elliptic	--	--	low	intermediate	flabellate	1/3	--	green	light	low	localised	diffused and spotted	--	--	--	--	low	very low	high	circular	--	low	low	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	9	7	1	--	7	4	9	9	--	4	8	7	--	9	--	8	--	7	1	8	7	--	9	--	--	--	--	--	--	7	7	3	1	1	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00079	TKI-087	CNS0047660	homogeneous	black	--	broad elliptic to circular	--	present	broad elliptic	--	--	high	low	not flabellate	0	--	green	intermediate	low	uniform	diffused	--	--	--	--	very low	intermediate	high	elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	yellow	present	--	--	--	--	--	--	--	--	--	9	9	7	--	5	8	9	9	--	9	9	9	8	9	9	8	--	9	9	7	9	9	7	--	--	--	--	--	--	5	7	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00080	TKI-088	CNS0047511	homogeneous	black	--	narrow elliptic	--	absent	transverse broad elliptic	--	--	high	high	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	intermediate	intermediate	circular	complete overlap	intermediate	high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00081	TKI-089	CNS0047804	homogeneous	black	--	narrow elliptic	--	absent	transverse elliptic	--	--	high	high	flabellate	1/3	--	yellow	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	low	intermediate	no head	no overlap	low	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00082	TKI-090	CNS0047743	homogeneous	black	--	broad elliptic to circular	--	absent	transverse broad elliptic	--	--	intermediate	high	flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	very low	very low	intermediate	broad elliptic	no overlap	low	intermediate	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00083	TKI-091	CNS0047545	homogeneous	black	--	narrow elliptic	--	absent	transverse broad elliptic	--	--	intermediate	intermediate	flabellate	1/3	--	green	light	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	circular	complete overlap	low	very high	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00084	TKI-092	CNS0047520	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00085	TKI-093	CNS0047723	homogeneous	black	--	broad elliptic to circular	medium green	present	circular	--	intermediate	intermediate	low	not flabellate	0	--	green	dark	low	localised	--	--	--	--	--	low	low	low	--	half overlap (leafs touching on top)	low	intermediate	--	--	--	--	--	--	--	--	--	782	845	--	--	4	--	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	7	--	--	--	--	--	--	9	9	9	9	7	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00086	TKI-094	CNS0047613	intermediate	black	--	--	medium green	absent	--	--	high	intermediate	low	not flabellate	0	--	green	dark	very low	--	--	--	--	--	--	low	low	intermediate	--	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	8	7	9	9	9	7	9	9	--	8	9	9	9	9	9	9	--	9	9	7	7	9	9	--	--	--	--	--	--	9	9	9	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00087	TKI-095	CNS0047650	intermediate	white	--	--	--	absent	broad elliptic	--	--	intermediate	low	not flabellate	1/3	--	green	dark	very low	--	--	--	--	--	--	very low	low	high	--	complete overlap	--	intermediate	--	--	--	--	--	absent	--	--	--	--	--	--	--	--	--	9	9	7	7	7	9	9	8	--	9	9	7	8	9	7	9	--	9	9	7	9	9	9	--	--	--	--	--	--	8	7	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00088	TKI-096	CNS0047941	homogeneous	white	--	--	--	absent	--	--	--	high	low	not flabellate	0	--	green	intermediate	very low	--	--	--	--	--	--	high	intermediate	high	--	no overlap	intermediate	low	--	--	--	--	--	--	--	9	--	--	--	--	--	--	--	7	7	9	9	8	9	9	9	9	9	9	7	8	9	9	7	9	9	9	9	9	7	9	--	--	--	--	--	--	9	9	6	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00089	TKI-097	CNS0047851	homogeneous	black	--	broad elliptic to circular	--	absent	circular	--	--	intermediate	intermediate	not flabellate	0	--	green	very dark	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	very low	intermediate	broad elliptic	half overlap (leafs touching on top)	low	very high	--	--	--	--	--	--	--	--	--	--	--	3	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00090	TKI-098	CNS0047931	homogeneous	white	--	--	--	absent	--	--	--	high	low	not flabellate	0	--	red	--	very low	--	--	--	--	--	--	intermediate	--	high	--	no overlap	intermediate	very low	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00091	TKI-099	CNS0047788	heterogeneous	white	large	narrow elliptic	medium green	--	--	--	--	high	low	not flabellate	0	--	green	--	low	localised	diffused	--	--	--	--	intermediate	--	high	elliptic	--	intermediate	--	--	--	--	--	--	present	--	--	--	--	--	--	--	--	--	8	9	7	--	7	8	9	9	7	8	9	9	8	7	9	9	9	7	9	9	3	9	5	--	--	--	--	--	--	7	9	9	9	9	--	1	9	9	--	--	7	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00092	TKI-100	CNS0047633	homogeneous	white	--	--	--	present	--	--	--	intermediate	very low	not flabellate	0	--	green	--	low	uniform	--	--	--	--	--	intermediate	--	intermediate	elliptic	complete overlap	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	--	--	4	--	5	--	9	--	--	--	--	--	--	9	--	--	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00093	TKI-101	CNS0047854	homogeneous	black	--	--	--	absent	--	--	--	intermediate	low	not flabellate	0	--	green	--	very low	--	--	--	--	--	--	low	--	intermediate	elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	5	--	4	--	8	9	6	9	3	4	9	7	--	7	9	6	7	9	9	9	--	9	9	9	--	9	9	--	9	--	--	--	--	8	8	5	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00094	TKI-102	CNS0047714	homogeneous	black	--	narrow elliptic	--	absent	elliptic	--	--	intermediate	low	not flabellate	1/3	--	green	intermediate	very low	no anthocyanin	no anthocyanin	--	--	--	--	low	low	high	elliptic	complete overlap	high	low	--	--	--	--	--	--	--	--	--	--	--	--	--	4	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00095	TKI-103	CNS0047622	homogeneous	black	--	--	--	absent	--	--	--	high	low	not flabellate	0	--	red	--	very low	--	--	--	--	--	--	low	--	high	elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	--	--	7	--	--	--	--	--	--	--	9	--	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
NGBLS00096	TKI-104	CNS0047736	homogeneous	white	--	--	--	absent	--	--	--	intermediate	low	not flabellate	0	--	yellow	--	very low	--	--	--	--	--	--	low	--	high	elliptic	half overlap (leafs touching on top)	intermediate	low	--	--	--	--	--	--	--	--	--	--	--	1	--	2	--	9	9	9	8	6	9	8	7	7	9	9	9	9	9	9	8	9	9	9	9	9	7	9	--	--	--	--	--	--	8	9	7	9	9	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
